,text,label,clean_text
186,"2020 desember pertama x naik pesawat dri bndra soeta ke ngurahrai (bali) naik Batik Air<br>Pas wktu pandemi lg, perasaan saya kok sesulit itu y mau naik psawat jg bnyk bgtt pmeriksaan nya hrus ksana sini (kta ny klo gk pandemi gampang)mungkin lg pndemi aj jdi ribet.<br>Pas pesawat mau naik🤣🤣(pke bhsa yg saya tau wktu itu) jantung tuh berasa mau copot,pegangan sekenceng² nya,air mata pun keluar sendiri trus mnerus (entah takut atau apa lah gaje pokoknya) tpi pas mau landing alias turun 🤭 gk kerasa apa² sihh gk kyk mau take off uwuwww pokok nya 🤭 mnurutku klo buat yg blm prnh naik pesawat tuh rasanya sama dgn kita pertma x naik liftt",0,desember x pesawat bndra soeta ngurahrai bal batik airbrpas pandemi asa sulit y pesawat bgtt pmeriksaan nya kesana ny pandemi gampangmungkin pndemi ribetbrpas pesawat naikpke bhsa tau jantung tuh asa copotpegangan kenceng nyaair mata mnerus takut gaje pokok pas landing alias turun apa sihh take off uwuwww pokok nya mnurutku pesawat tuh pertma x liftt
187,"Nonton ini dulu, pas banget besok mau flight pake citylink ke banjar sendirian😂<br>Bingung belom pernahw wkwkwk",0,nonton pas banget besok flight pakai citylink banjar sendirianbrbingung bom pernahw wkwkwk
188,"Tuh pramugari dimenit <a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=10m43s"">10:43</a> tuh cantik juga Njirr 😂 😂.jadi suka 😂<br><br>Mumpung nih apa nama IG dia yah ? 😂🤣",2,tuh pramugari menit tuh cantik njirr suka brbrmumpung nih nama ig yah
189,"Akhir Bulan ini,manado-balikpapan adalah penerbangan pertama saya,jujur takut bgt.<br>Kalo ka ikhwan baca ini,kasih advise dong biar rasa takut saya mungkin sdkit berkurang hehe😊",0,inimanadobalikpapan terbang sayajujur takut bgtbrkalo ka ikhwan baca inikasih advise biar takut kurang hehe
190,Komentar19rb,1,komentarrb
191,Thankyouu bang❤️ informatif sekali,2,thankyouu bang informatif
192,Apa cuman aku yang cita&quot; nya Pramugari tapi takut untuk naik?,0,citaquot nya pramugari takut
193,Bawa rokok boleh gk bg,1,bawa rokok bg
194,Citacita jadi pramugari tapi takut ketinggian,0,citacita pramugari takut tinggi
195,Tapi ttp pake paspor gak?,1,ttp pakai paspor
196,Ga bisa kubayangkan Bisa tersesat Akau d bandara ga pernah naik pesawat 😂😂,0,bayang sesat akau d bandara pesawat
197,Belum kesampaian naik pesawat,1,pesawat
198,Komentar19rbwbnsnw,1,komentarrbwbnsnw
199,"Bismillah, saya juga akan berangkat ke Jayapura naik pesawat cilink juga, doain ya kak🙏  btw kak aku mau bertanya, emang boleh ya di pesawat menggunakan hp hehe",2,bismillah berangkat jayapura pesawat cilink doa ya kak ngomong ngomong kak emang ya pesawat hp hehe
200,Komentar19rb,1,komentarrb
201,Kalau pembayaran melalui mini market bisa gak,1,bayar mini market
202,Kak mau nanyak klok di pesawat boleh bawa makanan ringan ga?,1,kak nanyak klok pesawat bawa makan ringan
203,Min hp kpn bisa d pakai????,1,min hp d pakai
204,Bang reuqest kursi dekat jendela pas ceck in bisa ga terus bayar ga,1,bang reuqest kursi jendela pas ceck in bayar
205,Komrntar19rb,1,komrntarrb
206,Terima kasih oom infonya sangat terstruktur dan jelas....hadir oom ku...,2,terima kasih oom informasi struktur jelashadir oom ku
207,Ka tutorial naik pesawat klo ada transit nya yg penerbangan internasional 👌🏻,2,ka tutorial pesawat transit nya terbang internasional
208,Nama mbaknya siapa bang Ikhwan?,1,nama mbak bang ikhwan
209,kalo gk punya ktp gmn,1,ktp
210,Waktu gua umur 10 bulan udah naik pesawat :v,1,umur pesawat v
211,Aku pernah naik pesawat tapi pesawatnya ya... Sederhana saja jadi kalau naik pesawat yang kaya lion air dan kaya Wings air.,0,pesawat pesawat ya sederhana pesawat kaya lion air kaya wings air
212,"Bang,kalau belum ada ktp gimana ya bang...? hehehe",1,bangkalau ktp ya bang hehehe
213,nah ini baru penjelasan yg detail. cari cari vlog org pada gak jelas”,2,jelas detail cari cari vlog orang
214,"wihh gampang ternyata,,tinggal nabung wkwk",2,wihh gampang ternyatatinggal nabung wkwk
215,Deg degan bgt belum pernah naik pesawat sekalinya naik sendirian. Uji nyali sih ini fix,0,deg degan banget pesawat sekali uji nyali sih fix
216,Terima kasih Kak ikhwan hidayat vlog nya sangat berguna dan sangat bermanfaat buat saya dan semua orang yang belum pernah naik pesawat.,2,terima kasih kak ikhwan hidayat vlog nya guna manfaat orang pesawat
217,Lumayan naik pesawat ✈️ online sama Abang ni😂,2,lumayan pesawat online abang ni
218,Seumur hidup belum tau naik pesawat 😀,1,umur hidup tau pesawat
219,deg degan,0,deg degan
220,"Wah Bagus ni... bang buat juga tutorial pertama kali ke luar negeri... cek in, imigrasi dll...",2,bagus ni bang tutorial kali negeri cek in imigrasi lain
221,apa cuma gw yang takut mau naik pesawat,0,takut pesawat
222,"pengalaman pertama naik pesawat, pas take off gue pegangin tangan temen gue kenceng banget tapi pas udah diatas seru. jadi ketagihan terbang nih, next coba terbang sendiri",2,alam pesawat pas take off pegangin tangan temen cepat banget pas atas seru tagih terbang nih next coba terbang
223,Bagus banget.. 😊😁,2,bagus banget
224,kalo aku dari dulu keliling eropa,1,keliling eropa
225,"Terima kasih banyak atas infonya kak. Sudah banyak nonton cara naik pesawat di yutchup tapi baru kali ini nemu yang paling lengkap, lengkap banget, sampai keterangan ticket/check-in/boarding/cari gate/cari pesawat/kursi penumpang juga ditunjukin dan dijelasin dengan detail. Walaupun saya belum berencana/belum pernah naik pesawat, tapi pan kepo caranya, dan cuma punya kakak yang paling lengkap banget. <br><br>Kalau bisa request yang mode penerbangan transit juga dong, kak. Tapi ya setelah korona musnah aja kali ya. Soalnya mahal pan biaya swab2nya. Hehehe.",2,terima kasih informasi kak nonton pesawat yutchup kali temu lengkap lengkap banget terang ticketcheckinboardingcari gatecari pesawatkursi tumpang dijelasin detail berencanabelum pesawat pan kepo kakak lengkap banget brbrkalau request mode terbang transit kak ya korona musnah kali ya mahal pan biaya swabnya hehehe
226,First time naik pesawat itu bkin deg2 an.. smpai skrg juga klu naik pswat suka gaduh sndiri serasa jantung mau copot klu pas take off🤦‍♀️,0,first pesawat bkin deg an pswat suka gaduh serasa jantung lepas pas take off
227,Cara izin bikin vlognya gimana?,1,izin bikin vlognya
228,Makasih bang tutorialnya.. 👍👍<br>Tapi klo sdg pandemi gini aku malah bingung pake acara swab segala 😭,2,terimakasih bang tutorial brtapi pandemi bingung pakai acara swab
229,Gw sebulan bolak balik jakarta medan naik biasa aja loh,1,bulan bolak jakarta medan loh
230,"Jadi kalo barang ktA dibagasi <br>Kita meninggal pesawat bentar,terus balik lagi bg...<br> Atau kayak mna cara pengambilan ya,<br>Hahaha belum pernah naik pesawat",1,barang bagasi brkita tinggal pesawat bentarterus bgbr ambil yabrhahaha pesawat
231,"Pengalaman saya sebenarnya agak mengerikan saat naik pesawat pertama kali....waktu itu saya naik pesawat dari Singapura menuju Jakarta dengan maskapai Garuda Indonesia ya...awal² memang pesawat masih baik kondisi nya.....sekitar pukul 14.15 pesawat mulai take off dari bandara Changi Singapura, sampai setengah perjalanan belum ada masalah apa pun, sampai pukul  14.30 setelah lepas landas pesawat pun mulai mati mesin dan suasana mulai mencekam lampu mati di dalam pesawat , penumpang panik termasuk saya sendiri dan di situ saya mencoba untuk tenang tidak panik dan akhirnya kita pun nggk bisa sampai ke Jakarta di putuskan sama captain nya untuk berbalik arah ke bandara Changi dan di situ saya mulai merasakan trauma yang sangat hebat🥺🥺🥺🥺jika di tanya knapa mesin bisa mati saat itu pesawat mengeluarkan asap dari mesin sebelah kiri setelah sebelah kiri mati di susul juga dengan mesin sebelah kanan dan akhirnya mati semua kedua mesin kita ke bandara Changi dengan posisi mesin mati atau mengglider tanpa mesin jujur sampai sekarang saya masih takut naik pesawat gara gara kejadian itu 🙂🙂🥺🥺🥺🥺🥺",0,alam keri pesawat kaliwaktu pesawat singapura jakarta maskapai garuda indonesia yaawal pesawat kondisi nyasekitar pesawat take off bandara changi singapura jalan lepas landas pesawat mati mesin suasana cekam lampu mati pesawat tumpang panik situ coba tenang panik jakarta putus captain nya balik arah bandara changi situ rasa trauma hebatjika mesin mati pesawat keluar asap mesin belah kiri belah kiri mati susul mesin belah kanan mati mesin bandara changi posisi mesin mati mengglider mesin jujur takut pesawat gara gara jadi
232,"Belom pernah naik pesawat, pengennya pertama kali ppake pesawat pas umroh atau bisa naik haji..😇",1,bom pesawat ken kali ppake pesawat pas umroh haji
233,Makasih Kakak untuk videonya,2,terimakasih kakak video
234,"Saking takutnya ketinggian,cuma liat video ini aja berasa takutnya",0,saking takut ketinggiancuma lihat video asa takut
235,Terima kasih brother untuk tutorialnya 😇👍👍 sangat bermanfaat ✈️✨ tapi aku minta tolong kalau ada kesempatan bikinin tutorial naik pesawat untuk disabilitas tuna netra dong soalnya aku gak bisa kalan sendirian ke bandara dan cek in sana sini....😁😁🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,2,terima kasih brother tutorial manfaat tolong sempat bikinin tutorial pesawat disabilitas tuna netra kalan bandara cek in
236,Dulu pas naik pesawat takut mau videoin. . . Boleh ngak si sebenarnya buka hp buat videoin?,1,pas pesawat takut videoin si buka hp videoin
237,Makasih bg,2,terimakasih bg
238,"sumpahhhh bener&quot; lengkapp❤️ auto subscriba bang. cuma saya berangkat besok pagi ,dan keadaan covid jadi ketambahan surat rapid hihih",2,sumpahhhh benerquot lengkapp auto subscriba bang berangkat besok pagi covid tambah surat rapid hihih
239,Bang kalo mau naik pesawat ngajak aku aja dikota Semarang ahahahhaha wkwkwkwkwk aku belum pernah naik pesawat dari dulu pengen banget kereta aja belum pernah wkwkkwk doa&quot;in ya banggg biar aku cepet bisa naik pesawat 🙈,1,bang pesawat ngajak kota semarang ahahahhaha wkwkwkwkwk pesawat banget kereta wkwkkwk doaquotin ya banggg biar cepat pesawat
240,AKU BLM PERNAH NAIKK PESAWAT DAN TIDAK AKAN PERNAH MAU NAIK PESAWAT,0,naikk pesawat pesawat
241,Cari pesawat kita pas dilandasan gmn caranya? Tadi di boarding pass gaada nomornya soalnya? Maaf gatau😂,1,cari pesawat pas landas boarding pass nomor maaf tau
242,"<a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=18m20s"">18:20</a> Stadion sijalak harupat",1,stadion sijalak harupat
243,Apakah cuman saya yang belum beli pesawat?😢,1,beli pesawat
244,ini posisi wajahnya terlalu dekat sama kamera ga sih? apa cuma gw aja yg ngerasa?,1,posisi wajah kamera sih
245,"vlog yang sangat membantu sekali bang, untuk orang yang belum pernah naik pesawat bahkan untuk saya yang tidak pernah masuk bandara sampai sekarang ini benar2 sangat membantu dan setidak nya memberi sedikit gambaran tentang semua tatacara nya transportasi menggunakan pesawat, karna siapa tahu suatu saat saya harus pergi menggunakan pesawat video ini lah yang pertama kali saya rewatch hehe<br><br>terima kasih bang tetap berkarya !!",2,vlog bantu bang orang pesawat masuk bandara bantu tidak nya gambar tatacara nya transportasi pesawat pergi pesawat video kali rewatch hehebrbrterima kasih bang karya
246,"jelas banget jujur, makasih kak",2,banget jujur terimakasih kak
247,"Yaalloh inget bandara Hussein jadi inget masa PKL saya tahun2017,tiap hari liat pesawat tapi blm pernah naik,mudah mudahan suatu saat saya bisa naik aamiin",1,yaalloh bandara hussein pkl tahuntiap lihat pesawat naikmudah mudah aamiin
248,Hadir...  Oke,2,hadir oke
249,Bang cobain tutorial naik dari bandara bandung ke yogya/bali biar saya paham bang cara nya makasih,1,bang cobain tutorial bandara bandung yogyabali biar paham bang nya terimakasih
250,Bang cobain tutorial naik dari bandara bandung ke yogya/bali biar saya paham bang cara nya makasih,1,bang cobain tutorial bandara bandung yogyabali biar paham bang nya terimakasih
251,Bikin vlog naik pesawat dan syarat terkini,1,bikin vlog pesawat syarat kini
252,MANTAP KAK.... MANTAPP SEMOGA SUKSES YA KAKKKKK.. AKU AJDI TAHU DEH CARANYA BELI TIKET PESAWAT WLWKWKWKWKKW,2,mantap kak mantapp moga sukses ya kakkkkk ajdi deh beli tiket pesawat wlwkwkwkwkkw
253,Pramugarinya cantik.. IG nya dunk..,2,pramugari cantik ig nya dunk
254,bang kalo nitip barang di bagasi itu kena biaya tambahan kah? bang bagasi itu yang tempat untuk simpan koper diatas tempat duduk itukah? saya masih bingung hehe,1,bang nitip barang bagasi kena biaya tambah kah bang bagasi simpan koper atas duduk bingung hehe
255,Penasaran pengen naik tapi takut jatuh g bisa bangun lagi. 😩,0,penasaran takut jatuh bangun
256,"Permisi saya mau tanya judul music awal dri 0 - menit 1 apa judul music nya, dan nge vloger pkai kamera apaan mass??",1,permisi judul musik menit judul musik nya nge vloger pakai kamera mass
257,"Saya simpen videony ahh.. biar ga malu&quot;in pas d Bandara.. <br>Siapa tau brangkat sndiri,, biar ga bingung..",1,simpan videony ahh biar maluquotin pas d bandara brsiapa tau brangkat biar bingung
258,Mau naik pesawat lagi tapi bingung mau kemana😂,0,pesawat bingung mana
259,Judul lagu nya apa bro?,1,judul lagu nya bro
260,"Nonton sambil menghayal dulu, sapa tau nanti bisa traveling2 wkwkwk<br>Vlognya kereenn pokoknya",2,nonton menghayal tau traveling wkwkwkbrvlognya kereenn pokok
261,"mau nanya lagi,untuk bagasi apa ad nomor2 ny atau satu tempat pengambilan saja",1,lagiuntuk bagasi nomor ny ambil
262,kalau A itu urutan kursi ny dekat jendela ?atau gk,1,urut kursi ny jendela
263,Selain KTP apa ajah?,1,ktp
264,Pengalaman saya saat itu mau buang air besar dan mau ke toilet takut,0,alam buang air toilet takut
265,Itu pesawat kecil makanya pintunya si nelakan aja,0,pesawat pintu si nak
266,Kopernya di taruh dimana kak??,1,koper taruh mana kak
267,Lengkap bgtt . Keren,2,lengkap bgtt keren
268,Kak boneka bisa dibawa gak ke kabin?? Ukuran 100cm,1,kak boneka bawa kabin ukur cm
269,Akhirnya ktemu chanel yg leengkap.  Minimal laah gak katrok banget naaik psawat gue😝.,2,ketemu chanel leengkap minimal laah katrok banget naaik pesawat
270,"Ka Surat Rapid test,kalau di maskapai berlaku ny brpa hari.",1,ka surat rapid testkalau maskapai laku ny
271,Mks bang bisa buat pelajaran,2,terimakasih bang ajar
272,Naik pesawat pertama kali ke taipei...waduhhh deg deg an pas waktu itu😆😆😆,0,pesawat kali taipeiwaduhhh deg deg an pas
273,"kang,tolong buat tutorial naik angkot,naik lif,naik kereta api,naik kuda,naik kerbau,",1,kangtolong tutorial angkotnaik lifnaik kereta apinaik kudanaik kerbau
274,"<a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=8m30s"">8:30</a> Kak kalau request tempat duduk gitu ps di konter checkin apakah ga di tambah biaya lagi? yang tahu boleh bantu jawab ya hehe",1,kak request duduk ps konter checkin biaya bantu ya hehe
275,Saya udh berkali2 naik pesawat ttp aja takut keringet dingin dan gk bisa tdr,0,kali pesawat ttp takut keringat dingin tdr
276,"Sebenarnya kalo mau simple bisa pakai bantuan asisten pribadi, cuman gak semua bandara (saya hanya pakai di CGK atau Soekarno Hatta waktu perdana ke luar negri) tapi ya gitulah, mahal 😭, tapi simple<br><br><br>Paling penting adalah jangan panik, tetap tenang di pesawat dalam situasi apapun, pilot tau segalanya, jadi kalo terjadi sesuatu ikut kata awak kabin, dan jangan tegang, relax nikmati penerbangannya, rugi kalo bayar mahal malah tegang 😀, relax aja dan selalu berdoa 😀<br><br><br>Pengalaman berkesan aku yang perdana ke luar negeri itu, jadi kaya orang bego 😂, untung pake kelas bisnis jadi bisa fast track semua, ya gitu deh kalau saya keluar Asia harus pake kelas bisnis, bukan apa apa, aku bakal pusing 7 keliling kalo gak pake fasilitas fast track, tapi kayanya gak semua maskapai punya fast track deh, itu juga baru kali pertama aku keluar Asia<br><br><br>Semangat bang Ikhwan",0,simpel pakai bantu asisten pribadi bandara pakai cgk soekarno hatta perdana negeri ya gitulah mahal simplebrbrbrpaling panik tenang pesawat situasi apa pilot tau awak kabin tegang santai nikmat terbang rugi bayar mahal tegang santai doa brbrbrpengalaman kesan perdana negeri kaya orang bodoh untung pakai kelas bisnis fast track ya deh asia pakai kelas bisnis pusing keliling pakai fasilitas fast track kaya maskapai fast track deh kali asiabrbrbrsemangat bang ikhwan
277,Bang itu kursi nya milih apa dipilihin,1,bang kursi nya milih dipilihin
278,kak saat terbang kita boleh mendengarkan musik dieraphone gak?,1,kak terbang dengar musik dieraphone
279,Mas mau tanya itu snaknya dikasi apa beli,2,mas snaknya kasih beli
280,Terima kasih saya menonton ini di 2021 dan baru kali pertama mau merantau:),1,terima kasih tonton kali rantau
281,Yang paling takut pas naik pesawat ituhh<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>Pengen Pipis🤣,0,takut pas pesawat ituhhbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrpengen pipis
282,Nggak sabar banget rasanya pengen pulang kampung. Naik pesawat terbang. <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>Wassalam 😂,2,sabar banget pulang kampung pesawat terbang brbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrbrwassalam
283,"Dulu mamakuh  alumni PT.dirgantara indonesia di bandung,sekarang dah pindah ke PT.DI tasikmalaya😅",1,mamakuh alumni ptdirgantara indonesia bandungsekarang pindah ptdi tasikmalaya
284,Keren info nya sukses terus buat channel nya,2,keren informasi nya sukses channel nya
285,Bang tq banget ya udh share video ini..meski gw belom pernah naik pesawat lu ngebantu banget banyak orang di sini.🙏👍,2,bang terimakasih banget ya share video inimeski bom pesawat ngebantu banget orang
286,"<a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=22m36s"">22:36</a> ada syahrini :((((((((",1,syahrini
287,Mksih ya Kak.<br>Sdh aku subscribe,2,terimakasih ya kakbrsdh subscribe
288,Aku pernah sitiling sm lion,2,sitiling lion
289,"<a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=10m44s"">10:44</a> mbak nya manis cantik 😄😁",2,mbak nya manis cantik
290,bang kok mirip moldy sobathape,2,bang moldy sobathape
291,"Makasih vidionya kaa, udh 8 thn yg lalu naik peswat jdi lupaa akutuu😂",2,terimakasih vidionya kaa peswat lupaa akutuu
292,Aku udh pernah naik pesawat nama nya pesawat airasia tujuan nya Jakarta lampung,2,pesawat nama nya pesawat airasia tuju nya jakarta lampung
293,Pesawat Citilink yang kecil nya yaa,0,pesawat citilink nya yaa
294,"<a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=10m43s"">10:43</a> senyum nya:)",2,senyum nya
295,LOBANG IDUNG LU GEDE AMAT WKWKWK,0,lobang hidung wkwkwk
296,Pesawatnya kecil banget,0,pesawat banget
297,Makasiiiii,2,makasiiiii
298,Bang mau nanya klo ktp nya ilang apakah tanda pengenalnya bisa di ganti sama yg lain contohnya sim atau Semacamnya🙏🙏🙏,1,bang ktp nya hilang tanda kenal ganti contoh sim macam
299,Pengen naik pesawat tapi takut terbang :(,0,pesawat takut terbang
300,In gw mau ad Study tour buat keluar kota tugas kuliah:) dan baru pertama kali mau naik pesawat... Apalagi ada Berita Sj180:) mau ikut tapi kyak otak itu nolak:) heheh,1,in study tour kota tugas kuliah kali pesawat berita otak tolak heheh
301,Bandung pasti pas lending ada kuburan ya bang,1,bandung pas lending kubur ya bang
302,Oh gk besar kecil termasuk pesawat nya ni soal dri tangga aja gak ada lngsung dri gate lngsung jln ke lapangan pesawar,0,oh pesawat nya ni tangga langsung gate langsung jalan lapang sawar
303,Oh lu ini jlan2 ya travelling idh sumatra smua ya jawa main ke mekkah jeddah hehe gua jg hobi sih naik pesawat tpi pas gua liat covid ya udh gk ukt sementara terbang,1,oh jlan ya travelling idh sumatra ya jawa main mek jeddah hehe hobi sih pesawat pas lihat covid ya ukt terbang
304,Abang trimakasih. Aku senang dan menikmati wkwkwkwkw<br> Sehat sehat abanggg,2,abang trimakasih senang nikmat wkwkwkwkwbr sehat sehat abanggg
305,Wkkwkwk gue ajah gc pernah naik pesawat apalagi kapal laut wkwkwk MAKLUM NDESO,1,wkkwkwk gc pesawat kapal laut wkwkwk maklum ndeso
306,Kok bentar ka penerbangan nya....baru aja makan udah landing...,1,bentar ka terbang nyabaru makan landing
307,Jadi kalo beli online ngk perlu di cetak bang? Soalnya pertama nih😰 dan sendiri.,1,beli online cetak bang nih
308,Itu Abang pake paspor ga bang,1,abang pakai paspor bang
309,Bang naik pesawat itu rasanya gimana ya??,1,bang pesawat ya
310,"Saung pesawatnya kaya kurang bagus gitu d lihatnya,",0,saung pesawat kaya bagus d lihat
311,"entar di arahin gak,peswt yg mana akan di naiki.klau kk kn yg peswt di ujung",1,arahin gakpeswt naikiklau kk peswt ujung
312,ka nimbang barang atau koper itu kapan,1,ka nimbang barang koper
313,Kalo ngedit videonya pakai apa bang?,1,edit video pakai bang
314,Salkomsel gan,1,salkomsel juragan
315,Tutorial bikin pesawat kapan-kapan bikin content nya ya gan!,1,tutorial bikin pesawat kapankapan bikin isi nya ya juragan
316,Kalau bawa pelajar terbang tapi gak punya kartu pelajar gimna kak?,1,bawa ajar terbang kartu ajar kak
317,"Pengalaman gue naik pesawat dari pesawat mulai terbang sampai tiba ke tujuan, Gue tidur Mulu GK berani buka mata takut mabuk😆😆",0,alam pesawat pesawat terbang tuju tidur mulu berani buka mata takut mabuk
318,Bawa rokok boleh gk? Saya perokok mskipun bukan perokok berat.<br>Takutnya harga rokok di Inggris mahal...hhhhh,1,bawa rokok okok okok beratbrtakutnya harga rokok inggris mahalhhhhh
319,Permisi kak mau nanya. Kalo mau bandara harus make mobil yaa kak gabisakah naik motor gitu. Hehe? Maksih kak klo berkenan menjawab,1,permisi kak bandara pakai mobil yaa kak gabisakah motor hehe terimakasih kak kenan
320,"Bener2 ngebantu banget sih ini bang, semoga suatu saat bisa naik pesawat.",2,bener ngebantu banget sih bang moga pesawat
321,"Tutorial jelas, baik dan TULUS<br>Semoga bermanfaat .terimakasih",2,tutorial tulusbrsemoga manfaat terimakasih
322,Apa cuma gue yg suka nonton tentang pesawat tapi blm pernah naik pesawat,2,suka nonton pesawat pesawat
323,"MANTAP BANG! Ini alon banget lengkap, santai detail pokoknya mantap dah. Saya yg mau Ada jadwal penerbangan jadi dapat gambaran lah! Ya walopun skrg katanya Pas COVID19 jadi ada praktek tambahan di bandaranya plus Ada aturan2 tertentu lagi.",2,mantap bang alon banget lengkap santai detail pokok mantap jadwal terbang gambar ya walopun pas covid praktek tambah bandara plus atur
324,Aku nonton video ini karena besok mau pulang dann pertama kali naik pesawat,2,nonton video besok pulang dann kali pesawat
325,Emg gak di larang bang masuk ke dalam pesawat sampe bawa cameranya 🙏🙏🙏,1,emang larang bang masuk pesawat bawa cameranya
326,Saat ini saya menonton video ini karena baru pertama kali naik pesawat 😦 makasi ngab,2,tonton video kali pesawat makas ngab
327,"gua belum pernah naik yang baling2, kayak nya memang sensasi suara turbo jet itu yang paling seru kalau gua naik pesawat 😅",2,baling nya sensasi suara turbo jet seru pesawat
328,Mantap mas ikhwan....jd ingat 10thun yg silam pengalaman dr jkt ke branti lampung,2,mantap mas ikhwanjd thun silam alam jakarta branti lampung
329,"Pertama kali naik pesawat semdirian pula, kayak orang hilang cuyy 😅😅",0,kali pesawat semdirian orang hilang cuyy
330,"ASLI SENENG BGT NEMU VIDEO INI.  Makasih ya bang, ini membantu bgt karna jelas dan ramah bgt jelasinnya. <br>Sy mau nanya bang, kalo di Soetta nnti ngambil bagasinya gmn ya? Apa yg perlu diperhatikan? Ada papan rute nya kah spy tau ngantri dimana?<br><br>Dan kalo sepanjang naik pesawat sy mau main hp kaya nnton video dan lagu yg udh didownload gt boleh kan ga asalkan hp sy diubah ke mode pesawat? <br><br>Smg dibantu jawab. Trimakasihh",2,asli senang banget temu video terimakasih ya bang bantu banget ramah banget jelasinnya brsy bang soetta nnti ambil bagasi ya perhati papan rute nya kah tau antri dimanabrbrdan pesawat main hp kaya nonton video lagu didownload hp ubah mode pesawat brbrsmg bantu trimakasihh
331,Thanks bro ;),2,terimakasih bro
332,saya pertama kali naik pesawat saat saya ingin ke singapura menaiki lion air,0,kali pesawat singapura lion air
333,Mas untuk prsyaratan remaja yg belum punya ktp apa aja ya mas .dan baru pertamakali  juga 🙏,1,mas prsyaratan remaja ktp ya mas pertamakali
334,Kok off kak??? Aku rindu kakak vlog lagi,1,off kak rindu kakak vlog
335,"Aku belum pernah naik pesawat,🙏",1,pesawat
336,Wow saya naik di Citilink juga di Bali,2,wow citilink bal
337,Seumur2 gw belum pernah naik pesawat. Enakan mana sma naik kereta??? 😂☺️,0,umur pesawat enak sma kereta
338,KALO BAWA DRONE ATAU VAPE TARUH NYA DI KABIN ATU BAGASI?,1,bawa drone vape taruh nya kabin satu bagasi
339,"Kak, notebook gimana ya? Masuk bagasi apa kabin?",1,kak notebook ya masuk bagasi kabin
340,Minta wa pramugari nya bg.,1,wa pramugari nya bg
341,Tutorial naik kereta dong bang,1,tutorial kereta bang
342,"Salfok ama kualitas kameranya, pas jalan kaki stabil bgt.. klw boleh tau pake kamera apa bang ikhwan ? 😁",1,salfok kualitas kamera pas jalan kaki stabil banget tau pakai kamera bang ikhwan
343,Catokan rambut gk bisa dimasukin ke dalam tas ya?,1,catokan rambut dimasukin tas ya
344,Gimana aturan pemakaian hp dalam peswat ka?,1,atur pakai hp peswat ka
345,KALAU NGGAK PUNYA KTP KAYAK MANA?,1,ktp
346,Jd kangen naik pesawat lggii😭😭😓😓😓😓😓,1,kangen pesawat lggii
347,Mantap 👍👍👍💔,2,mantap
348,Kk mau nanya ni...klo transit itu nnti yg di tunjukan boarding pass nya atau tiketnya kk?? Mhon dijawab kk,0,kk niklo transit nnti tunjuk boarding pass nya tiket kk mohon kk
349,"bang kalo beli tiket online bagusnya pas hari h, h- berapa? terimaksih",0,bang beli tiket online bagus pas h h terimaksih
350,Itu pas mendarat nya ngeri gak?,0,pas darat nya ngeri
351,"<a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=18m37s"">18:37</a> Ada Helikopter Tuh😂",1,helikopter tuh
352,Gw udah sering kenapa Masi aja nonton sampe akhir:(,1,nonton
353,Kalo pswt jkt ke manado apa dalam kabin boleh bawa koper roda ukuran 20&quot; mas?,1,pesawat jakarta manado kabin bawa koper roda ukur quot mas
354,Ini bener&quot; mantap ....vlog dari awal sampek selesai....mantap bos kuu,2,benerquot mantap vlog sampek selesaimantap bos kuu
355,Zuuhhh,1,zuuhhh
356,Terimakasih kang.  Sangat bermanfaat.  Penjelasan jelas dan enak di dengarkan. Sukses selalu. Dan semoga sehat selalu,2,terimakasih kang manfaat jelas enak dengar sukses moga sehat
357,Aku pengen banget. Naik pesawat,2,banget pesawat
358,Trs koper di begasi ya.   Mhn jwb smua mas wkwkwk,1,koper begasi ya mohon mas wkwkwk
359,Mas tas nya itu bisa taro dstu?  Ga di atas kepala kita apa tu ya namanya...,1,mas tas nya taro dstu kepala ya nama
360,Halim ye,1,halim ye
361,sumpah bang aku takut ketinggian banget. Liat pas take off aja udah deg2an. Padahal cuma liat di youtube Ya Allah. Tapi makasih tutorialnya,0,sumpah bang takut tinggi banget lihat pas take off degan lihat youtube ya allah terimakasih tutorial
362,Kak sendirian,1,kak
363,Mksh tutorialnya... Mudah2an suatu saat bs naik pesawat...,2,terimakasih tutorial mudah pesawat
